rank,ticker,name,close_price,fair_value,upside_pct,star_rating,moat,uncertainty,sector,industry
699,TIGO,Millicom International Cellular SA,95.74,80,-16.4,,Narrow,,Communication Services,Telecom Services
700,SNA,Snap-on Inc,401.11,335,-16.5,,Narrow,,Industrials,Tools & Accessories
701,IDXX,IDEXX Laboratories Inc,564.21,470,-16.7,,Wide,,Healthcare,Diagnostics & Research
702,TJX,TJX Companies Inc,150.53,125,-17.0,,Wide,,Consumer Cyclical,Apparel Retail
703,PENN,PENN Entertainment Inc,20.48,17,-17.0,,None,,Consumer Cyclical,Resorts & Casinos
704,UNP,Union Pacific Corp,289.13,239,-17.3,,Wide,,Industrials,Railroads
705,JAZZ,Jazz Pharmaceuticals PLC,236.97,196,-17.3,,None,,Healthcare,Biotechnology
706,BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,25.39,21,-17.3,,Narrow,,Financial Services,Banks - Diversified
707,MFC,Manulife Financial Corp,41.29,34.1,-17.4,,None,,Financial Services,Insurance - Life
708,HUM,Humana Inc,406,333,-18.0,,Narrow,,Healthcare,Healthcare Plans
709,MUFG,Mitsubishi UFJ Financial Group Inc ADR,21.94,18,-18.0,,None,,Financial Services,Banks - Diversified
710,FDX,FedEx Corp,313.74,257,-18.1,,Narrow,,Industrials,Integrated Freight & Logistics
711,WELL,Welltower Inc,234.55,192,-18.1,,None,,Real Estate,REIT - Healthcare Facilities
712,BCH,Banco De Chile ADR,39.85,32.6,-18.2,,Narrow,,Financial Services,Banks - Regional
713,AMAT,Applied Materials Inc,575.39,470,-18.3,,Wide,,Technology,Semiconductor Equipment & Materials
714,HXL,Hexcel Corp,99.2,81,-18.3,,Narrow,,Industrials,Aerospace & Defense
715,PGR,Progressive Corp,234.48,191,-18.5,,Narrow,,Financial Services,Insurance - Property & Casualty
716,BFH,Bread Financial Holdings Inc,97.18,79,-18.7,,None,,Financial Services,Credit Services
717,TD,The Toronto-Dominion Bank,120.63,98,-18.8,,Wide,,Financial Services,Banks - Diversified
718,ASML,ASML Holding NV ADR,1726.04,1400,-18.9,,Wide,,Technology,Semiconductor Equipment & Materials
